H.t,DD.t.i,UD.t.i,label
0.3175150992234685,0.028219412027812796,0.04415558242644095,s002
0.3446937014667817,0.029784898141747656,0.044437726723095525,s002
0.34598792062122513,0.030801447566380685,0.045384925433293026,s002
0.32182916307161347,0.02681657382181922,0.04256348246674728,s002
0.29249352890422775,0.025393404627332986,0.042523176138653765,s002
0.32786885245901637,0.025820355385678853,0.04129383313180169,s002
0.33779119930974977,0.02848371487821738,0.04347037484885127,s002
0.3062985332182916,0.03751067376895865,0.05388956066102378,s002
0.3446937014667817,0.0268775667872972,0.04155582426440951,s002
0.30845556514236405,0.03031350384255683,0.046654574768238616,s002
0.3037100949094046,0.026226975155532063,0.042825473599355096,s002
0.2993960310612597,0.02807709510836417,0.044860943168077386,s002
0.3619499568593615,0.02807709510836417,0.04193873438129786,s002
0.32182916307161347,0.0245598340991339,0.04032648125755744,s002
0.3537532355478861,0.026389623063473346,0.04064893188230552,s002
0.36281276962899045,0.03523360305778067,0.04899234179766224,s002
0.34943917169974115,0.03106575041678527,0.045485691253526805,s002
0.3287316652286454,0.06007807099581182,0.07521160822249093,s002
0.2730802415875755,0.024254869271743994,0.04230149133413946,s002
0.24805867126833478,0.01974138982637336,0.03899637243047158,s002
0.2661777394305435,0.021083235066888955,0.03948004836759371,s002
0.2877480586712683,0.028544707843695363,0.04586860137041515,s002
0.3037100949094046,0.02789411621193023,0.04447803305118904,s002
0.3002588438308887,0.026450616028951334,0.04320838371624345,s002
0.2842968075927524,0.028056764119871513,0.04554615074566707,s002
0.33002588438308883,0.02923596145244582,0.04457879887142281,s002
0.3062985332182916,0.03718537795307608,0.05356711003627569,s002
0.3528904227782571,0.02941894034887977,0.043692059653365575,s002
0.30845556514236405,0.02736551051112105,0.04373236598145909,s002
0.3528904227782571,0.056296507136176975,0.07033454252317614,s002
0.2959447799827437,0.0307404546009027,0.04766223297057638,s002
0.29119930974978425,0.03503029317285407,0.052136235388956065,s002
0.31967213114754095,0.036006180620501774,0.05177347843611447,s002
0.30931837791199307,0.03346480705891921,0.04973800886739218,s002
0.3515962036238136,0.03590452567803847,0.050181378476420804,s002
0.36281276962899045,0.02848371487821738,0.04230149133413946,s002
0.315358067299396,0.03165534908307242,0.04766223297057638,s002
0.2903364969801553,0.041637864432968734,0.058726320032245066,s002
0.268334771354616,0.03401374374822104,0.05219669488109634,s002
0.2877480586712683,0.034826983287927465,0.05209592906086256,s002
0.359792924935289,0.05113243605904119,0.06489318823055219,s002
0.2993960310612597,0.033159842231529305,0.04989923417976622,s002
0.31190681622088007,0.0345016874720449,0.05064490124949617,s002
0.25150992234685066,0.022486073272882528,0.04155582426440951,s002
0.3472821397756687,0.03376977188630911,0.04826682789197904,s002
0.3175150992234685,0.0379986174927825,0.053849254332930266,s002
0.3787748058671268,0.03895417395193755,0.05193470374848851,s002
0.32182916307161347,0.0318179969910137,0.047521160822249095,s002
0.4132873166522864,0.0378969625503192,0.04927448609431681,s002
0.3619499568593615,0.03322083519700728,0.04703748488512696,s002
0.315358067299396,0.030537144715976093,0.046553808948004836,s002
0.30931837791199307,0.03149270117513114,0.04778315195485691,s002
0.3744607420189819,0.04324401252388892,0.056388553002821445,s002
0.3403796376186367,0.0533485138047412,0.06799677549375252,s002
0.3175150992234685,0.04497214654576506,0.060761789600967356,s002
0.3071613459879206,0.03551823689667792,0.05187424425634825,s002
0.33132010353753233,0.03901516691741553,0.05421201128577187,s002
0.4689387402933563,0.044423209856463225,0.05314389359129383,s002
0.33779119930974977,0.03846623022811369,0.05336557839580815,s002
0.3425366695427092,0.041637864432968734,0.056287787182587666,s002
0.33132010353753233,0.03740901882649535,0.0526199113260782,s002
0.37316652286453833,0.04527711137315497,0.05846432889963725,s002
0.3619499568593615,0.051193429024519184,0.06485288190245869,s002
0.3244176013805004,0.03515227910381003,0.05070536074163644,s002
0.3446937014667817,0.028219412027812796,0.04288593309149537,s002
0.32528041415012937,0.04178018135241736,0.05723498589278517,s002
0.33132010353753233,0.033322490139470584,0.04856912535268037,s002
0.2528041415012942,0.01724067824177612,0.036295848448206366,s002
0.271786022433132,0.02478347497255317,0.04288593309149537,s002
0.3688524590163934,0.026084658236083438,0.03964127367996775,s002
0.315358067299396,0.02329931281258895,0.03937928254735994,s002
0.31406384814495253,0.028178750050827473,0.04427650141072148,s002
0.3175150992234685,0.02297401699670638,0.038956066102378076,s002
0.33132010353753233,0.023888911478876104,0.03921805723498589,s002
0.30284728213977563,0.022120115480014642,0.03879484079000403,s002
0.2536669542709232,0.016732403529459604,0.035751713018943976,s002
0.29680759275237273,0.030842109543366,0.04772269246271665,s002
0.2903364969801553,0.028504045866710046,0.04570737605804111,s002
0.268334771354616,0.021876143618102716,0.040165255945183394,s002
0.32182916307161347,0.03202130687594031,0.04772269246271665,s002
0.33132010353753233,0.03374944089781646,0.04899234179766224,s002
0.3037100949094046,0.025047777822957754,0.041656590084643286,s002
0.3175150992234685,0.034989631195868745,0.05086658605401048,s002
0.3403796376186367,0.03708372301061278,0.05187424425634825,s002
0.3244176013805004,0.05135607693246046,0.06676743248690045,s002
0.30845556514236405,0.022872362054243082,0.03927851672712616,s002
0.33218291630716135,0.029825560118732972,0.045062474808544944,s002
0.34598792062122513,0.037124384987598104,0.05165255945183394,s002
0.38481449525452976,0.03895417395193755,0.05165255945183394,s002
0.31190681622088007,0.0291952994754605,0.045384925433293026,s002
0.31061259706643657,0.02988655308421096,0.046130592503022975,s002
0.3723037100949094,0.035640222827633884,0.04895203546956872,s002
0.27653149266609145,0.029561257268328388,0.04740024183796856,s002
0.28343399482312337,0.029296954417923803,0.04681580008061265,s002
0.4473684210526316,0.0420648151913146,0.051813784764207976,s002
0.3425366695427092,0.028870003659577932,0.04363160016122531,s002
0.3265746333045729,0.031126743382263247,0.0466142684401451,s002
0.3882657463330457,0.04078396291627699,0.053305118903667875,s002
0.3723037100949094,0.03472532834546416,0.048045143087464735,s002
0.6294219154443487,0.04334566746635222,0.04457879887142281,s002
0.3787748058671268,0.03391208880575774,0.04693671906489319,s002
0.3528904227782571,0.03342414508193389,0.04766223297057638,s002
0.3787748058671268,0.034644004391493524,0.04766223297057638,s002
0.37575496117342533,0.02876834871711463,0.041979040709391374,s002
0.35720448662640203,0.027304517545643073,0.04139459895203547,s002
0.35720448662640203,0.031391046232667835,0.04544538492543329,s002
0.37575496117342533,0.028870003659577932,0.04207980652962515,s002
0.4089732528041415,0.032590574553734805,0.044216041918581216,s002
0.37316652286453833,0.027202862603179768,0.04054816606207175,s002
0.33218291630716135,0.0268775667872972,0.04214026602176542,s002
0.34814495254529765,0.027731468303988947,0.04224103184199919,s002
0.32096635030198445,0.030964095474321968,0.04671503426037888,s002
0.40077653149266607,0.028178750050827473,0.04022571543732366,s002
0.364106988783434,0.030577806692961416,0.044316807738814995,s002
0.359792924935289,0.028178750050827473,0.04214026602176542,s002
0.31061259706643657,0.028056764119871513,0.044316807738814995,s002
0.32528041415012937,0.028321066970276098,0.043893591293833134,s002
0.2402933563416739,0.018419875574350427,0.03804917372027408,s002
0.26272648835202755,0.02275037612328712,0.04129383313180169,s002
0.27782571182053495,0.024803805961045828,0.042623941958887544,s002
0.3015530629853322,0.021794819664132072,0.03853284965739621,s002
0.3037100949094046,0.022486073272882528,0.03911729141475211,s002
0.3503019844693701,0.0245598340991339,0.03899637243047158,s002
0.30500431406384815,0.02329931281258895,0.03986295848448206,s002
0.3015530629853322,0.023502622697515557,0.04022571543732366,s002
0.3071613459879206,0.026450616028951334,0.04288593309149537,s002
0.24331320103537532,0.011365022567397227,0.03091495364772269,s002
0.32182916307161347,0.029012320579026557,0.044740024183796856,s002
0.29810181190681617,0.025373073638840327,0.04224103184199919,s002
0.2903364969801553,0.027101207660716466,0.044316807738814995,s002
0.28084555651423637,0.02085959419346969,0.03857315598548972,s002
0.2605694564279551,0.02140853088277152,0.040064490124949614,s002
0.33132010353753233,0.030598137681454078,0.04586860137041515,s002
0.3015530629853322,0.025332411661855004,0.04203950020153164,s002
0.4176013805004314,0.029561257268328388,0.040810157194679564,s002
0.37100949094046587,0.03696173707965682,0.050322450624748084,s002
0.3904227782571182,0.03993006139958526,0.052357920193470374,s002
0.30284728213977563,0.02683690481031188,0.04347037484885127,s002
0.26186367558239865,0.02571870044321555,0.04427650141072148,s002
0.30500431406384815,0.028341397958768763,0.044860943168077386,s002
0.2661777394305435,0.020818932216484367,0.03921805723498589,s002
0.315358067299396,0.02484446793803115,0.040910923014913336,s002
0.30500431406384815,0.02602366527060546,0.04256348246674728,s002
0.26272648835202755,0.02205912251453666,0.04060862555421201,s002
0.24245038826574636,0.027101207660716466,0.046553808948004836,s002
0.2571182053494392,0.02451917212214858,0.04330914953647723,s002
0.26186367558239865,0.01770829097710731,0.03633615477629988,s002
0.34124245038826573,0.025007115845972434,0.03986295848448206,s002
0.2959447799827437,0.028280404993290775,0.04522370012091898,s002
0.34814495254529765,0.033058187289066,0.047521160822249095,s002
0.3347713546160483,0.024214207294758674,0.03937928254735994,s002
0.315358067299396,0.026613263936892617,0.04266424828698105,s002
0.31061259706643657,0.03155369414060912,0.04778315195485691,s002
0.32786885245901637,0.02870735575163665,0.04415558242644095,s002
0.3744607420189819,0.034074736713699025,0.047299476017734786,s002
0.31880931837791193,0.03708372301061278,0.052881902458686014,s002
0.43572044866264015,0.03293620135811003,0.04330914953647723,s002
0.3446937014667817,0.02634896108648803,0.04103184199919387,s002
0.36540120793787745,0.027792461269466925,0.04149536477226924,s002
0.30845556514236405,0.030110193957630222,0.04645304312777106,s002
0.31190681622088007,0.03976741349164397,0.055864570737605805,s002
0.34383088869715267,0.02994754604968894,0.044639258363563084,s002
0.3446937014667817,0.0842922782905705,0.0984683595324466,s002
0.32528041415012937,0.02913430650998252,0.04469971785570334,s002
0.35720448662640203,0.031106412393770586,0.04516324062877872,s002
0.4072476272648835,0.02972390517626967,0.041455058444175734,s002
0.3334771354616048,0.025983003293620136,0.04119306731156792,s002
0.2661777394305435,0.021571178790712808,0.03996372430471584,s002
0.274374460742019,0.0212662139633229,0.03927851672712616,s002
0.29378774805867125,0.022181108445492623,0.03927851672712616,s002
0.26402070750647105,0.022262432399463267,0.0407496977025393,s002
0.29465056082830027,0.0268775667872972,0.043893591293833134,s002
0.2730802415875755,0.02372626357093482,0.041777509068923815,s002
0.3002588438308887,0.02795510917740821,0.04469971785570334,s002
0.32096635030198445,0.02811775708534949,0.043893591293833134,s002
0.28084555651423637,0.024356524214207295,0.04203950020153164,s002
0.27782571182053495,0.02319765787012565,0.04103184199919387,s002
0.3334771354616048,0.02876834871711463,0.0439540507859734,s002
0.3175150992234685,0.02329931281258895,0.03927851672712616,s002
0.28127696289905085,0.026206644167039404,0.04385328496573962,s002
0.26272648835202755,0.023868580490383446,0.042402257154373235,s002
0.2536669542709232,0.01728134021876144,0.036295848448206366,s002
0.2993960310612597,0.02319765787012565,0.04002418379685611,s002
0.31622088006902505,0.026613263936892617,0.042623941958887544,s002
0.590595340811044,0.05418208433294027,0.057134220072551395,s002
0.29119930974978425,0.030516813727483435,0.04766223297057638,s002
0.29119930974978425,0.02376692554792014,0.04097138250705361,s002
0.33002588438308883,0.028930996625055914,0.04427650141072148,s002
0.26531492666091455,0.02876834871711463,0.04713825070536074,s002
0.25582398619499563,0.02199812954905868,0.04087061668681983,s002
0.29119930974978425,0.02451917212214858,0.04171704957678356,s002
0.2877480586712683,0.027568820396047657,0.0449012494961709,s002
0.2993960310612597,0.023400967755052255,0.04022571543732366,s002
0.26272648835202755,0.023705932582442163,0.04224103184199919,s002
0.3515962036238136,0.030903102508843986,0.04522370012091898,s002
0.2959447799827437,0.027690806327003624,0.044639258363563084,s002
0.26962899050905953,0.026938559752775183,0.04512293430068521,s002
0.29378774805867125,0.028341397958768763,0.045384925433293026,s002
0.26186367558239865,0.028870003659577932,0.04740024183796856,s002
0.2993960310612597,0.028341397958768763,0.04512293430068521,s002
0.28472821397756687,0.02604399625909812,0.04353083434099154,s002
0.2730802415875755,0.025922010328142155,0.0439540507859734,s002
0.31190681622088007,0.027162200626194448,0.043369609028617494,s002
0.24935289042277828,0.02742650347659904,0.046553808948004836,s002
0.2959447799827437,0.022323425364941245,0.03931882305521967,s002
0.32096635030198445,0.02801610214288619,0.043792825473599355,s002
0.274374460742019,0.028829341682592612,0.046775493752519146,s002
0.2877480586712683,0.022262432399463267,0.03964127367996775,s002
0.32096635030198445,0.029683243199284354,0.04544538492543329,s002
0.3369283865401208,0.02870735575163665,0.04373236598145909,s002
0.27653149266609145,0.028443052901232058,0.04629181781539701,s002
0.31967213114754095,0.03224494774935958,0.048045143087464735,s002
0.29810181190681617,0.026511608994429312,0.043369609028617494,s002
0.30931837791199307,0.03395275078274306,0.050221684804514305,s002
0.2877480586712683,0.03041515878502013,0.04772269246271665,s002
0.27523727351164795,0.023604277639978858,0.04155582426440951,s002
0.31406384814495253,0.028280404993290775,0.04437726723095526,s002
0.26962899050905953,0.0244581791566706,0.04266424828698105,s002
0.25841242450388263,0.020351319481153176,0.03911729141475211,s002
0.25927523727351165,0.020981580124425653,0.03970173317210802,s002
0.26272648835202755,0.02553572154678161,0.04405481660620718,s002
0.270923209663503,0.020554629366079782,0.03873438129786376,s002
0.3528904227782571,0.0267759118448339,0.04107214832728738,s002
0.24935289042277828,0.02323831984711097,0.042402257154373235,s002
0.24676445211389128,0.025861017362664176,0.04512293430068521,s002
0.24805867126833478,0.018684178424755015,0.0379484079000403,s002
0.23080241587575492,0.01780994591957061,0.03788794840790004,s002
0.26186367558239865,0.027690806327003624,0.046231358323256755,s002
0.25496117342536667,0.024356524214207295,0.04324869004433696,s002
0.2411561691113028,0.025007115845972434,0.044538492543329304,s002
0.21613459879206212,0.027589151384540322,0.04826682789197904,s002
0.3244176013805004,0.02988655308421096,0.045485691253526805,s002
0.28904227782571185,0.02173382669865409,0.03905683192261185,s002
0.4016393442622951,0.0345016874720449,0.04645304312777106,s002
0.2842968075927524,0.022689383157809134,0.04022571543732366,s002
0.2251941328731665,0.021022242101410973,0.041334139459895204,s002
0.356341673856773,0.025129101776928398,0.03927851672712616,s002
0.3287316652286454,0.026186313178546743,0.04161628375654978,s002
0.24245038826574636,0.021205220997844918,0.040709391374445784,s002
0.3515962036238136,0.02173382669865409,0.03613462313583232,s002
0.274374460742019,0.02405155938681739,0.04203950020153164,s002
0.30500431406384815,0.030862440531858666,0.04735993550987505,s002
0.3015530629853322,0.02366527060545684,0.0403869407496977,s002
0.3037100949094046,0.03718537795307608,0.05368802902055623,s002
0.22648835202761,0.027040214695238485,0.04723901652559452,s002
0.33779119930974977,0.026287968121010044,0.04129383313180169,s002
0.28904227782571185,0.02789411621193023,0.04516324062877872,s002
0.26962899050905953,0.025047777822957754,0.04324869004433696,s002
0.30845556514236405,0.027589151384540322,0.0439540507859734,s002
0.30845556514236405,0.033159842231529305,0.04947601773478436,s002
0.30845556514236405,0.024580165087626563,0.04097138250705361,s002
0.2571182053494392,0.02789411621193023,0.046654574768238616,s002
0.29119930974978425,0.02848371487821738,0.04564691656590085,s002
0.29680759275237273,0.025698369454722893,0.042623941958887544,s002
0.3369283865401208,0.028605700809173348,0.04363160016122531,s002
0.31190681622088007,0.03047615175049811,0.046654574768238616,s002
0.32786885245901637,0.033973081771235716,0.04937525191455058,s002
0.3403796376186367,0.03299719432358802,0.047823458282950426,s002
0.28213977566867987,0.1021022242101411,0.1190447400241838,s002
0.37661777394305435,0.029561257268328388,0.042724707779121324,s002
0.3520276100086281,0.030923433497336644,0.04522370012091898,s002
0.24460742018981882,0.02838205993575408,0.04772269246271665,s002
0.3231233822260569,0.0346033424145082,0.050221684804514305,s002
0.274374460742019,0.025922010328142155,0.043893591293833134,s002
0.3515962036238136,0.02714186963770179,0.04149536477226924,s002
0.32786885245901637,0.02972390517626967,0.04516324062877872,s002
0.274374460742019,0.02575936242020087,0.04373236598145909,s002
0.5987920621225195,0.044118245029073314,0.046775493752519146,s002
0.5440034512510785,0.03826292034318709,0.04353083434099154,s002
0.41673856773080237,0.022323425364941245,0.03367593712212817,s002
0.6294219154443487,0.03299719432358802,0.03432083837162434,s002
0.3744607420189819,0.024153214329280696,0.03746473196291818,s002
0.5871440897325281,0.025637376489244912,0.029000403063280934,s002
0.4404659188955996,0.030862440531858666,0.04103184199919387,s002
0.5267471958584987,0.032122961818403614,0.038250705360741634,s002
0.4952545297670405,0.030964095474321968,0.03857315598548972,s002
0.5215703192407248,0.03757166673443663,0.043893591293833134,s002
0.4141501294219154,0.033159842231529305,0.044538492543329304,s002
0.36540120793787745,0.02801610214288619,0.04171704957678356,s002
0.38136324417601375,0.03328182816248527,0.04619105199516324,s002
0.4836065573770491,0.041576871467490756,0.0496372430471584,s002
0.27868852459016386,0.03401374374822104,0.051713018943974204,s002
0.44391716997411557,0.0316146871060871,0.04161628375654978,s002
0.6432269197584125,0.031391046232667835,0.0320838371624345,s002
0.48921484037963764,0.035091286138332047,0.042946392583635626,s002
0.45513373597929246,0.029825560118732972,0.03931882305521967,s002
0.4132873166522864,0.03494896921888342,0.046352277307537285,s002
0.2877480586712683,0.03541658195421462,0.052680370818218455,s002
0.364106988783434,0.03793762452730452,0.05161225312374043,s002
0.4745470232959447,0.03423738462164031,0.04278516727126159,s002
0.39387402933563415,0.0276501443500183,0.04002418379685611,s002
0.4426229508196721,0.04216647013377791,0.052136235388956065,s002
0.4292493528904227,0.03102508843979995,0.04171704957678356,s002
0.4792924935289042,0.031391046232667835,0.03974203950020153,s002
0.4676445211389128,0.033525800024397194,0.042402257154373235,s002
0.39818809318377907,0.03218395478388159,0.044316807738814995,s002
0.41975841242450385,0.029561257268328388,0.040709391374445784,s002
0.3994823123382226,0.029398609360387105,0.04149536477226924,s002
0.5655737704918032,0.033159842231529305,0.03746473196291818,s002
0.48964624676445206,0.026633594925385275,0.03454252317613865,s002
0.4232096635030198,0.029398609360387105,0.0403869407496977,s002
0.39387402933563415,0.03714471597609076,0.049435711406690855,s002
0.5440034512510785,0.03159435611759444,0.036920596533655786,s002
0.42234685073339084,0.03299719432358802,0.043994357114066907,s002
0.32182916307161347,0.026389623063473346,0.04214026602176542,s002
0.42234685073339084,0.044118245029073314,0.055018137847642076,s002
0.4758412424503882,0.03135038425568251,0.03986295848448206,s002
0.4836065573770491,0.036921075102671494,0.04502216848045143,s002
0.507765314926661,0.031228398324726556,0.038250705360741634,s002
0.4404659188955996,0.0739438051478063,0.08373639661426845,s002
0.5237273511647973,0.03763265969991462,0.04385328496573962,s002
0.45772217428817946,0.022160777456999962,0.031600161225312375,s002
0.2402933563416739,0.026247306144024728,0.04580814187827489,s002
0.4607420189818809,0.03883218802098158,0.047984683595324464,s002
0.3265746333045729,0.02409222136380271,0.03964127367996775,s002
0.33563416738567725,0.03974708250315131,0.0547359935509875,s002
0.48274374460742014,0.03344447607042655,0.04161628375654978,s002
0.49741156169111306,0.035091286138332047,0.04256348246674728,s003
0.4836065573770491,0.038567885170577,0.046654574768238616,s003
0.45513373597929246,0.029032651567519215,0.03853284965739621,s003
0.38481449525452976,0.14256089131053554,0.15435308343409915,s003
0.46678170836928384,0.031980644898954996,0.040910923014913336,s003
0.4849007765314926,0.0307404546009027,0.03883514711809754,s003
0.3537532355478861,0.03218395478388159,0.04639258363563079,s003
0.40509059534081104,0.02602366527060546,0.03788794840790004,s003
0.46548748921484034,0.11985117716423374,0.1280733575171302,s003
0.49741156169111306,0.029093644532997197,0.036618299072954455,s003
0.50862812769629,0.04281706176554304,0.04969770253929867,s003
0.5996548748921484,0.030150855934615545,0.032889963724304715,s003
0.6031061259706645,0.033525800024397194,0.03607416364369206,s003
0.6190681622088007,0.036921075102671494,0.03869407496977025,s003
0.5189818809318378,0.0420648151913146,0.04846835953244659,s003
0.48921484037963764,0.03551823689667792,0.043369609028617494,s003
0.4779982743744607,0.046740942544626525,0.055018137847642076,s003
0.5474547023295945,0.03696173707965682,0.04207980652962515,s003
0.5112165660051768,0.0354775749196926,0.04230149133413946,s003
0.5120793787748059,0.028280404993290775,0.035126964933494556,s003
0.43830888697152715,0.030272841865571505,0.04054816606207175,s003
0.4792924935289042,0.032570243565242143,0.040910923014913336,s003
0.5237273511647973,0.03596551864351645,0.04220072551390568,s003
0.5660051768766179,0.028056764119871513,0.03238613462313583,s003
0.5724762726488352,0.030638799658439395,0.03464328899637243,s003
0.32096635030198445,0.020879925181962352,0.03671906489318823,s003
0.4516824849007765,0.02783312324645225,0.03750503829101169,s003
0.545297670405522,0.02994754604968894,0.035227730753728335,s003
0.4508196721311475,0.029845891107225637,0.039540507859733974,s003
0.5871440897325281,0.03830358232017241,0.04155582426440951,s003
0.40854184641932695,0.026613263936892617,0.0383111648528819,s003
0.5396893874029336,0.04084495588175498,0.04629181781539701,s003
0.4447799827437446,0.06475419834912374,0.07442563482466748,s003
0.507765314926661,0.031391046232667835,0.03841193067311568,s003
0.5724762726488352,0.025962672305127478,0.0300080612656187,s003
0.5578084555651424,0.0315130321636238,0.036195082627972594,s003
0.5509059534081105,0.033159842231529305,0.038149939540507855,s003
0.5133735979292494,0.030110193957630222,0.03688029020556227,s003
0.5798101811906816,0.02870735575163665,0.03238613462313583,s003
0.493960310612597,0.027792461269466925,0.03548972188633615,s003
0.47109577221742877,0.03342414508193389,0.04214026602176542,s003
0.5780845556514237,0.03492863823039077,0.03863361547762999,s003
0.48015530629853315,0.03230594071483756,0.04060862555421201,s003
0.5621225194132874,0.030842109543366,0.03532849657396211,s003
0.504314063848145,0.033871426828772415,0.04103184199919387,s003
0.4348576358930112,0.03777497661936324,0.04814590890769851,s003
0.4611734253666954,0.03793762452730452,0.04707779121322048,s003
0.45513373597929246,0.02671491887935592,0.0362353889560661,s003
0.48274374460742014,0.026674256902370595,0.03490528012898025,s003
0.4348576358930112,0.029622250233806373,0.040064490124949614,s003
0.5405522001725626,0.03895417395193755,0.04437726723095526,s003
0.4745470232959447,0.03901516691741553,0.047521160822249095,s003
0.47109577221742877,0.03261090554222747,0.041334139459895204,s003
0.42105263157894735,0.028178750050827473,0.03927851672712616,s003
0.490509059534081,0.034989631195868745,0.04278516727126159,s003
0.30931837791199307,0.047472858130362304,0.06362353889560661,s003
0.12726488352027612,0.07880291139755216,0.10318419991938735,s003
0.48015530629853315,0.03751067376895865,0.04576783555018138,s003
0.4292493528904227,0.038059610458260486,0.048690044336960905,s003
0.45772217428817946,0.03590452567803847,0.04522370012091898,s003
0.39257981018119065,0.03456268043752288,0.04693671906489319,s003
0.3472821397756687,0.03000853901516692,0.044538492543329304,s003
0.4176013805004314,0.035091286138332047,0.04629181781539701,s003
0.3528904227782571,0.028239743016305458,0.042523176138653765,s003
0.4072476272648835,0.039157483836864154,0.05080612656187021,s003
0.48835202761000857,0.03403407473671371,0.04193873438129786,s003
